mere;bb;gest;ps;reg;tps;gdp
16;16,3;HP;C1;HPC1;13;54,1
17;17,1;NP;C1;NPC1;13;66,9
17;17,2;NP;C2;NPC2;13;67,6
17;17,3;NP;NP;NPNP;13;73,1
17;17,5;NP;C1;NPC1;13;66,2
18;18,2;HP;C1;HPC1;13;56,9
18;18,4;HP;NP;HPNP;13;58,9
19;19,1;NP;C1;NPC1;13;48
19;19,3;NP;NP;NPNP;13;62,2
19;19,4;NP;C2;NPC2;13;60,2
20;20,1;HP;C1;HPC1;13;66,2
20;20,3;HP;C2;HPC2;13;61,4
2;2,1;NP;C2;NPC2;14;58,2
2;2,2;NP;C1;NPC1;14;59,3
3;3,2;HP;C1;HPC1;14;67,3
3;3,3;HP;NP;HPNP;14;58,3
3;3,4;HP;C2;HPC2;14;79,1
4;4,1;NP;NP;NPNP;14;68,2
4;4,2;NP;NP;NPNP;14;62
4;4,3;NP;C1;NPC1;14;66,6
4;4,4;NP;C2;NPC2;14;68,8
4;4,5;NP;C1;NPC1;14;68,1
4;4,6;NP;C2;NPC2;14;54,8
5;5,1;NP;C1;NPC1;14;72,5
5;5,2;NP;C2;NPC2;14;54
5;5,4;NP;NP;NPNP;14;71,6
5;5,5;NP;NP;NPNP;14;68,1
6;6,1;HP;C1;HPC1;14;57,5
6;6,2;HP;C2;HPC2;14;50,2
7;7,1;HP;NP;HPNP;14;67,2
7;7,3;HP;C1;HPC1;14;62,6
7;7,5;HP;C2;HPC2;14;76,3
7;7,6;HP;NP;HPNP;14;62,3
8;8,1;HP;C2;HPC2;14;76,1
8;8,2;HP;C1;HPC1;14;70,8
8;8,5;HP;NP;HPNP;14;72
10;10,2;NP;NP;NPNP;14;60,4
10;10,5;NP;C2;NPC2;14;64,8
11;11,1;NP;C2;NPC2;14;66,6
11;11,2;NP;C1;NPC1;14;69,5
11;11,3;NP;NP;NPNP;14;56,4
12;12,1;HP;C2;HPC2;14;72,4
12;12,2;HP;NP;HPNP;14;75,3
13;13,2;HP;C1;HPC1;14;73,4
13;13,3;HP;C2;HPC2;14;70,9
16;16,1;HP;NP;HPNP;14;73,8
16;16,2;HP;C2;HPC2;14;65,5
16;16,3;HP;C1;HPC1;14;57,9
17;17,1;NP;C1;NPC1;14;73,7
17;17,2;NP;C2;NPC2;14;78,2
17;17,3;NP;NP;NPNP;14;76,9
17;17,5;NP;C1;NPC1;14;68,8
18;18,2;HP;C1;HPC1;14;61
18;18,4;HP;NP;HPNP;14;64,8
19;19,1;NP;C1;NPC1;14;57
19;19,3;NP;NP;NPNP;14;70,2
19;19,4;NP;C2;NPC2;14;64,2
20;20,1;HP;C1;HPC1;14;70,7
20;20,3;HP;C2;HPC2;14;67,6
2;2,1;NP;C2;NPC2;15;61,5
2;2,2;NP;C1;NPC1;15;64,3
3;3,2;HP;C1;HPC1;15;72,23333333
3;3,3;HP;NP;HPNP;15;62,03333333
3;3,4;HP;C2;HPC2;15;87,26666667
4;4,1;NP;NP;NPNP;15;71,5
4;4,2;NP;NP;NPNP;15;64,93333333
4;4,3;NP;C1;NPC1;15;70,06666667
4;4,4;NP;C2;NPC2;15;71,53333333
4;4,5;NP;C1;NPC1;15;70,7
4;4,6;NP;C2;NPC2;15;57,16666667
5;5,1;NP;C1;NPC1;15;76,66666667
5;5,2;NP;C2;NPC2;15;60
5;5,4;NP;NP;NPNP;15;78,2
5;5,5;NP;NP;NPNP;15;77,3
6;6,1;HP;C1;HPC1;15;62,1
6;6,2;HP;C2;HPC2;15;55,1
7;7,1;HP;NP;HPNP;15;72,8
7;7,3;HP;C1;HPC1;15;73
7;7,5;HP;C2;HPC2;15;88,6
7;7,6;HP;NP;HPNP;15;69,3
8;8,1;HP;C2;HPC2;15;83,1
8;8,2;HP;C1;HPC1;15;76,4
8;8,5;HP;NP;HPNP;15;78,3
10;10,2;NP;NP;NPNP;15;63,63333333
10;10,5;NP;C2;NPC2;15;66,96666667
11;11,1;NP;C2;NPC2;15;72,56666667
11;11,2;NP;C1;NPC1;15;74,33333333
11;11,3;NP;NP;NPNP;15;57,83333333
12;12,1;HP;C2;HPC2;15;79,13333333
12;12,2;HP;NP;HPNP;15;80,26666667
13;13,2;HP;C1;HPC1;15;77,56666667
13;13,3;HP;C2;HPC2;15;73,76666667
16;16,1;HP;NP;HPNP;15;75,26666667
16;16,2;HP;C2;HPC2;15;68,45
16;16,3;HP;C1;HPC1;15;58,85
17;17,1;NP;C1;NPC1;15;76,85
17;17,2;NP;C2;NPC2;15;83,14166667
17;17,3;NP;NP;NPNP;15;80,65833333
17;17,5;NP;C1;NPC1;15;75,85
18;18,2;HP;C1;HPC1;15;63,40833333
18;18,4;HP;NP;HPNP;15;69,05
19;19,1;NP;C1;NPC1;15;57,48333333
19;19,3;NP;NP;NPNP;15;73
19;19,4;NP;C2;NPC2;15;67,7
20;20,1;HP;C1;HPC1;15;74,35
20;20,3;HP;C2;HPC2;15;69,2
2;2,1;NP;C2;NPC2;16;66
2;2,2;NP;C1;NPC1;16;69,05
3;3,2;HP;C1;HPC1;16;77,68333333
3;3,3;HP;NP;HPNP;16;65,48333333
3;3,4;HP;C2;HPC2;16;97,36666667
4;4,1;NP;NP;NPNP;16;75,5
4;4,2;NP;NP;NPNP;16;68,58333333
4;4,3;NP;C1;NPC1;16;74,36666667
4;4,4;NP;C2;NPC2;16;76,33333333
4;4,5;NP;C1;NPC1;16;74,7
4;4,6;NP;C2;NPC2;16;60,76666667
5;5,1;NP;C1;NPC1;16;81,61666667
5;5,2;NP;C2;NPC2;16;66
5;5,4;NP;NP;NPNP;16;84,8
5;5,5;NP;NP;NPNP;16;86,5
6;6,1;HP;C1;HPC1;16;66,7
6;6,2;HP;C2;HPC2;16;60
7;7,1;HP;NP;HPNP;16;78,4
7;7,3;HP;C1;HPC1;16;83,4
7;7,5;HP;C2;HPC2;16;100,9
7;7,6;HP;NP;HPNP;16;76,3
8;8,1;HP;C2;HPC2;16;90,1
8;8,2;HP;C1;HPC1;16;82
8;8,5;HP;NP;HPNP;16;84,6
10;10,2;NP;NP;NPNP;16;67,28333333
10;10,5;NP;C2;NPC2;16;70,16666667
11;11,1;NP;C2;NPC2;16;79,06666667
11;11,2;NP;C1;NPC1;16;80,08333333
11;11,3;NP;NP;NPNP;16;60,08333333
12;12,1;HP;C2;HPC2;16;86,03333333
12;12,2;HP;NP;HPNP;16;86,41666667
13;13,2;HP;C1;HPC1;16;82,96666667
13;13,3;HP;C2;HPC2;16;77,86666667
16;16,1;HP;NP;HPNP;16;79,07666667
16;16,2;HP;C2;HPC2;16;71,78
16;16,3;HP;C1;HPC1;16;60,44
17;17,1;NP;C1;NPC1;16;81,44
17;17,2;NP;C2;NPC2;16;89,71666667
17;17,3;NP;NP;NPNP;16;84,53333333
17;17,5;NP;C1;NPC1;16;81,41
18;18,2;HP;C1;HPC1;16;66,59333333
18;18,4;HP;NP;HPNP;16;73,71
19;19,1;NP;C1;NPC1;16;60,50333333
19;19,3;NP;NP;NPNP;16;77,33888889
19;19,4;NP;C2;NPC2;16;71,67888889
20;20,1;HP;C1;HPC1;16;78,30666667
20;20,3;HP;C2;HPC2;16;72,06333333
2;2,1;NP;C2;NPC2;17;75,1
2;2,2;NP;C1;NPC1;17;72,3
3;3,2;HP;C1;HPC1;17;76,9
3;3,3;HP;NP;HPNP;17;69,8
3;3,4;HP;C2;HPC2;17;89,2
4;4,1;NP;NP;NPNP;17;76,5
4;4,2;NP;NP;NPNP;17;74
4;4,3;NP;C1;NPC1;17;77,3
4;4,4;NP;C2;NPC2;17;74,8
4;4,5;NP;C1;NPC1;17;82,2
4;4,6;NP;C2;NPC2;17;60,6
5;5,1;NP;C1;NPC1;17;86,3
5;5,2;NP;C2;NPC2;17;67,2
5;5,4;NP;NP;NPNP;17;83,5
5;5,5;NP;NP;NPNP;17;81,9
6;6,1;HP;C1;HPC1;17;66,4
6;6,2;HP;C2;HPC2;17;62,3
7;7,1;HP;NP;HPNP;17;80
7;7,3;HP;C1;HPC1;17;72,8
7;7,5;HP;C2;HPC2;17;91,9
7;7,6;HP;NP;HPNP;17;74
8;8,1;HP;C2;HPC2;17;89,8
8;8,2;HP;C1;HPC1;17;79,8
8;8,5;HP;NP;HPNP;17;82,1
10;10,2;NP;NP;NPNP;17;76,9
10;10,5;NP;C2;NPC2;17;73,9
11;11,1;NP;C2;NPC2;17;76,9
11;11,2;NP;C1;NPC1;17;77,7
11;11,3;NP;NP;NPNP;17;68,8
12;12,1;HP;C2;HPC2;17;87,1
12;12,2;HP;NP;HPNP;17;86,4
13;13,2;HP;C1;HPC1;17;86,5
13;13,3;HP;C2;HPC2;17;79,7
16;16,1;HP;NP;HPNP;17;86
16;16,2;HP;C2;HPC2;17;70,4
16;16,3;HP;C1;HPC1;17;72,5
17;17,1;NP;C1;NPC1;17;86,7
17;17,2;NP;C2;NPC2;17;90,1
17;17,3;NP;NP;NPNP;17;90,5
17;17,5;NP;C1;NPC1;17;78,8
18;18,2;HP;C1;HPC1;17;72,5
18;18,4;HP;NP;HPNP;17;78
19;19,1;NP;C1;NPC1;17;62,4
19;19,3;NP;NP;NPNP;17;78,1
19;19,4;NP;C2;NPC2;17;76,8
20;20,1;HP;C1;HPC1;17;86,5
20;20,3;HP;C2;HPC2;17;78,6
2;2,1;NP;C2;NPC2;18;71,9
2;2,2;NP;C1;NPC1;18;72,9
3;3,2;HP;C1;HPC1;18;82,2
3;3,3;HP;NP;HPNP;18;73,3
3;3,4;HP;C2;HPC2;18;88,6
4;4,1;NP;NP;NPNP;18;79,2
4;4,2;NP;NP;NPNP;18;77,5
4;4,3;NP;C1;NPC1;18;82
4;4,4;NP;C2;NPC2;18;79,4
4;4,5;NP;C1;NPC1;18;83,1
4;4,6;NP;C2;NPC2;18;61,1
5;5,1;NP;C1;NPC1;18;86,9
5;5,2;NP;C2;NPC2;18;69,5
5;5,4;NP;NP;NPNP;18;87,2
5;5,5;NP;NP;NPNP;18;85,1
6;6,1;HP;C1;HPC1;18;69,4
6;6,2;HP;C2;HPC2;18;65,2
7;7,1;HP;NP;HPNP;18;84,7
7;7,3;HP;C1;HPC1;18;75,7
7;7,5;HP;C2;HPC2;18;94,8
7;7,6;HP;NP;HPNP;18;77,2
8;8,1;HP;C2;HPC2;18;88,6
8;8,2;HP;C1;HPC1;18;83,3
8;8,5;HP;NP;HPNP;18;85,5
10;10,2;NP;NP;NPNP;18;74,9
10;10,5;NP;C2;NPC2;18;73,3
11;11,1;NP;C2;NPC2;18;78,9
11;11,2;NP;C1;NPC1;18;80,8
11;11,3;NP;NP;NPNP;18;70,9
12;12,1;HP;C2;HPC2;18;93
12;12,2;HP;NP;HPNP;18;92,4
13;13,2;HP;C1;HPC1;18;87,1
13;13,3;HP;C2;HPC2;18;81,3
16;16,1;HP;NP;HPNP;18;84,9
16;16,2;HP;C2;HPC2;18;73,9
16;16,3;HP;C1;HPC1;18;73,7
17;17,1;NP;C1;NPC1;18;91,5
17;17,2;NP;C2;NPC2;18;95,3
17;17,3;NP;NP;NPNP;18;95,2
17;17,5;NP;C1;NPC1;18;79,4
18;18,2;HP;C1;HPC1;18;76,4
18;18,4;HP;NP;HPNP;18;81,6
19;19,1;NP;C1;NPC1;18;64,7
19;19,3;NP;NP;NPNP;18;79,5
19;19,4;NP;C2;NPC2;18;77,3
20;20,1;HP;C1;HPC1;18;89,9
20;20,3;HP;C2;HPC2;18;83,4
2;2,1;NP;C2;NPC2;19;79,9
2;2,2;NP;C1;NPC1;19;79,3
3;3,2;HP;C1;HPC1;19;90,6
3;3,3;HP;NP;HPNP;19;75,5
3;3,4;HP;C2;HPC2;19;95
4;4,1;NP;NP;NPNP;19;85,9
4;4,2;NP;NP;NPNP;19;81,5
4;4,3;NP;C1;NPC1;19;89,2
4;4,4;NP;C2;NPC2;19;89,8
4;4,5;NP;C1;NPC1;19;88,3
4;4,6;NP;C2;NPC2;19;68,6
5;5,1;NP;C1;NPC1;19;93,2
5;5,2;NP;C2;NPC2;19;75,7
5;5,4;NP;NP;NPNP;19;94,3
5;5,5;NP;NP;NPNP;19;89,3
6;6,1;HP;C1;HPC1;19;72,5
6;6,2;HP;C2;HPC2;19;70,8
7;7,1;HP;NP;HPNP;19;89,9
7;7,3;HP;C1;HPC1;19;81,9
7;7,5;HP;C2;HPC2;19;106,2
7;7,6;HP;NP;HPNP;19;82,2
8;8,1;HP;C2;HPC2;19;96,8
8;8,2;HP;C1;HPC1;19;88,7
8;8,5;HP;NP;HPNP;19;89,3
10;10,2;NP;NP;NPNP;19;78,7
10;10,5;NP;C2;NPC2;19;80,2
11;11,1;NP;C2;NPC2;19;85,9
11;11,2;NP;C1;NPC1;19;88,7
11;11,3;NP;NP;NPNP;19;73,7
12;12,1;HP;C2;HPC2;19;98,1
12;12,2;HP;NP;HPNP;19;101,6
13;13,2;HP;C1;HPC1;19;94,8
13;13,3;HP;C2;HPC2;19;89,2
16;16,1;HP;NP;HPNP;19;93,7
16;16,2;HP;C2;HPC2;19;76,8
16;16,3;HP;C1;HPC1;19;76,7
17;17,1;NP;C1;NPC1;19;96,5
17;17,2;NP;C2;NPC2;19;100,9
17;17,3;NP;NP;NPNP;19;100,4
17;17,5;NP;C1;NPC1;19;85,7
18;18,2;HP;C1;HPC1;19;82,3
18;18,4;HP;NP;HPNP;19;84,4
19;19,1;NP;C1;NPC1;19;67,9
19;19,3;NP;NP;NPNP;19;86,1
19;19,4;NP;C2;NPC2;19;79
20;20,1;HP;C1;HPC1;19;95,4
20;20,3;HP;C2;HPC2;19;88,6
2;2,1;NP;C2;NPC2;20;80,3
2;2,2;NP;C1;NPC1;20;82,6
3;3,2;HP;C1;HPC1;20;89,4
3;3,3;HP;NP;HPNP;20;81,2
3;3,4;HP;C2;HPC2;20;96,5
4;4,1;NP;NP;NPNP;20;89
4;4,2;NP;NP;NPNP;20;83,2
4;4,3;NP;C1;NPC1;20;91,6
4;4,4;NP;C2;NPC2;20;88,4
4;4,5;NP;C1;NPC1;20;95,3
4;4,6;NP;C2;NPC2;20;69,2
5;5,1;NP;C1;NPC1;20;95,5
5;5,2;NP;C2;NPC2;20;77
5;5,4;NP;NP;NPNP;20;97,3
5;5,5;NP;NP;NPNP;20;93,4
6;6,1;HP;C1;HPC1;20;76,1
6;6,2;HP;C2;HPC2;20;71,5
7;7,1;HP;NP;HPNP;20;95
7;7,3;HP;C1;HPC1;20;85,2
7;7,5;HP;C2;HPC2;20;101,7
7;7,6;HP;NP;HPNP;20;83,3
8;8,1;HP;C2;HPC2;20;100
8;8,2;HP;C1;HPC1;20;93,5
8;8,5;HP;NP;HPNP;20;93,2
10;10,2;NP;NP;NPNP;20;83,3
10;10,5;NP;C2;NPC2;20;82,3
11;11,1;NP;C2;NPC2;20;84,2
11;11,2;NP;C1;NPC1;20;92,2
11;11,3;NP;NP;NPNP;20;79
12;12,1;HP;C2;HPC2;20;102
12;12,2;HP;NP;HPNP;20;103,6
13;13,2;HP;C1;HPC1;20;97,1
13;13,3;HP;C2;HPC2;20;89,2
16;16,1;HP;NP;HPNP;20;97,4
16;16,2;HP;C2;HPC2;20;79
16;16,3;HP;C1;HPC1;20;79,7
17;17,1;NP;C1;NPC1;20;96,2
17;17,2;NP;C2;NPC2;20;105,1
17;17,3;NP;NP;NPNP;20;102,1
17;17,5;NP;C1;NPC1;20;89
18;18,2;HP;C1;HPC1;20;84
18;18,4;HP;NP;HPNP;20;87,4
19;19,1;NP;C1;NPC1;20;67,2
19;19,3;NP;NP;NPNP;20;88,3
19;19,4;NP;C2;NPC2;20;81,8
20;20,1;HP;C1;HPC1;20;97,2
20;20,3;HP;C2;HPC2;20;92,5
2;2,1;NP;C2;NPC2;21;86,4
2;2,2;NP;C1;NPC1;21;88,9
3;3,2;HP;C1;HPC1;21;93,6
3;3,3;HP;NP;HPNP;21;86,7
3;3,4;HP;C2;HPC2;21;105,6
4;4,1;NP;NP;NPNP;21;90,7
4;4,2;NP;NP;NPNP;21;90,5
4;4,3;NP;C1;NPC1;21;96,8
4;4,4;NP;C2;NPC2;21;92,2
4;4,5;NP;C1;NPC1;21;101
4;4,6;NP;C2;NPC2;21;75,4
5;5,1;NP;C1;NPC1;21;103
5;5,2;NP;C2;NPC2;21;85,5
5;5,4;NP;NP;NPNP;21;102,2
5;5,5;NP;NP;NPNP;21;100,6
6;6,1;HP;C1;HPC1;21;82,1
6;6,2;HP;C2;HPC2;21;76,5
7;7,1;HP;NP;HPNP;21;99,6
7;7,3;HP;C1;HPC1;21;92,3
7;7,5;HP;C2;HPC2;21;115,5
7;7,6;HP;NP;HPNP;21;89,4
8;8,1;HP;C2;HPC2;21;107
8;8,2;HP;C1;HPC1;21;97,7
8;8,5;HP;NP;HPNP;21;99,3
10;10,2;NP;NP;NPNP;21;92,7
10;10,5;NP;C2;NPC2;21;88,7
11;11,1;NP;C2;NPC2;21;90,5
11;11,2;NP;C1;NPC1;21;95,5
11;11,3;NP;NP;NPNP;21;81,7
12;12,1;HP;C2;HPC2;21;108,8
12;12,2;HP;NP;HPNP;21;109,4
13;13,2;HP;C1;HPC1;21;103,4
13;13,3;HP;C2;HPC2;21;100,2
16;16,1;HP;NP;HPNP;21;102,9
16;16,2;HP;C2;HPC2;21;85,2
16;16,3;HP;C1;HPC1;21;86,1
17;17,1;NP;C1;NPC1;21;102,4
17;17,2;NP;C2;NPC2;21;117,8
17;17,3;NP;NP;NPNP;21;108,7
17;17,5;NP;C1;NPC1;21;95
18;18,2;HP;C1;HPC1;21;87,4
18;18,4;HP;NP;HPNP;21;93,7
19;19,1;NP;C1;NPC1;21;77
19;19,3;NP;NP;NPNP;21;95,5
19;19,4;NP;C2;NPC2;21;89,6
20;20,1;HP;C1;HPC1;21;106,7
20;20,3;HP;C2;HPC2;21;101,2
2;2,1;NP;C2;NPC2;22;88,7
2;2,2;NP;C1;NPC1;22;93,2
3;3,2;HP;C1;HPC1;22;94,2
3;3,3;HP;NP;HPNP;22;92,33333333
3;3,4;HP;C2;HPC2;22;109,6333333
4;4,1;NP;NP;NPNP;22;93,33333333
4;4,2;NP;NP;NPNP;22;94,06666667
4;4,3;NP;C1;NPC1;22;100,1333333
4;4,4;NP;C2;NPC2;22;92,53333333
4;4,5;NP;C1;NPC1;22;107,5666667
4;4,6;NP;C2;NPC2;22;77,86666667
5;5,1;NP;C1;NPC1;22;107,0333333
5;5,2;NP;C2;NPC2;22;89,2
5;5,4;NP;NP;NPNP;22;105,8333333
5;5,5;NP;NP;NPNP;22;105,7333333
6;6,1;HP;C1;HPC1;22;86,5
6;6,2;HP;C2;HPC2;22;78,63333333
7;7,1;HP;NP;HPNP;22;104,5333333
7;7,3;HP;C1;HPC1;22;96,86666667
7;7,5;HP;C2;HPC2;22;117,1
7;7,6;HP;NP;HPNP;22;92,16666667
8;8,1;HP;C2;HPC2;22;111,4666667
8;8,2;HP;C1;HPC1;22;102,3
8;8,5;HP;NP;HPNP;22;103,9333333
10;10,2;NP;NP;NPNP;22;96,9
10;10,5;NP;C2;NPC2;22;93,2
11;11,1;NP;C2;NPC2;22;93,15
11;11,2;NP;C1;NPC1;22;101,2
11;11,3;NP;NP;NPNP;22;85,75
12;12,1;HP;C2;HPC2;22;113,3
12;12,2;HP;NP;HPNP;22;115
13;13,2;HP;C1;HPC1;22;108,4
13;13,3;HP;C2;HPC2;22;104,15
16;16,1;HP;NP;HPNP;22;107,2
16;16,2;HP;C2;HPC2;22;88,73333333
16;16,3;HP;C1;HPC1;22;90,23333333
17;17,1;NP;C1;NPC1;22;104,2666667
17;17,2;NP;C2;NPC2;22;124,8333333
17;17,3;NP;NP;NPNP;22;112,0333333
17;17,5;NP;C1;NPC1;22;99,2
18;18,2;HP;C1;HPC1;22;89,66666667
18;18,4;HP;NP;HPNP;22;97,8
19;19,1;NP;C1;NPC1;22;79,8
19;19,3;NP;NP;NPNP;22;99,36666667
19;19,4;NP;C2;NPC2;22;94,06666667
20;20,1;HP;C1;HPC1;22;111,0666667
20;20,3;HP;C2;HPC2;22;106,7
2;2,1;NP;C2;NPC2;23;91,95
2;2,2;NP;C1;NPC1;23;98
3;3,2;HP;C1;HPC1;23;95,7
3;3,3;HP;NP;HPNP;23;97,93333333
3;3,4;HP;C2;HPC2;23;114,9333333
4;4,1;NP;NP;NPNP;23;95,73333333
4;4,2;NP;NP;NPNP;23;98,56666667
4;4,3;NP;C1;NPC1;23;103,9333333
4;4,4;NP;C2;NPC2;23;93,73333333
4;4,5;NP;C1;NPC1;23;113,9166667
4;4,6;NP;C2;NPC2;23;81,26666667
5;5,1;NP;C1;NPC1;23;111,9333333
5;5,2;NP;C2;NPC2;23;94,1
5;5,4;NP;NP;NPNP;23;109,7833333
5;5,5;NP;NP;NPNP;23;111,3833333
6;6,1;HP;C1;HPC1;23;91,3
6;6,2;HP;C2;HPC2;23;81,48333333
7;7,1;HP;NP;HPNP;23;109,3833333
7;7,3;HP;C1;HPC1;23;102,0666667
7;7,5;HP;C2;HPC2;23;121,75
7;7,6;HP;NP;HPNP;23;95,76666667
8;8,1;HP;C2;HPC2;23;116,5666667
8;8,2;HP;C1;HPC1;23;106,8
8;8,5;HP;NP;HPNP;23;108,9333333
10;10,2;NP;NP;NPNP;23;102,7
10;10,5;NP;C2;NPC2;23;98,03
11;11,1;NP;C2;NPC2;23;96,46
11;11,2;NP;C1;NPC1;23;105,96
11;11,3;NP;NP;NPNP;23;89,52
12;12,1;HP;C2;HPC2;23;118,43
12;12,2;HP;NP;HPNP;23;120,3
13;13,2;HP;C1;HPC1;23;113,52
13;13,3;HP;C2;HPC2;23;109,82
16;16,1;HP;NP;HPNP;23;111,8
16;16,2;HP;C2;HPC2;23;92,93333333
16;16,3;HP;C1;HPC1;23;94,93333333
17;17,1;NP;C1;NPC1;23;107,2166667
17;17,2;NP;C2;NPC2;23;133,2833333
17;17,3;NP;NP;NPNP;23;116,1833333
17;17,5;NP;C1;NPC1;23;103,85
18;18,2;HP;C1;HPC1;23;92,21666667
18;18,4;HP;NP;HPNP;23;102,45
19;19,1;NP;C1;NPC1;23;84,35
19;19,3;NP;NP;NPNP;23;104,0666667
19;19,4;NP;C2;NPC2;23;99,36666667
20;20,1;HP;C1;HPC1;23;116,7166667
20;20,3;HP;C2;HPC2;23;113
2;2,1;NP;C2;NPC2;24;97,8
2;2,2;NP;C1;NPC1;24;97,2
3;3,2;HP;C1;HPC1;24;105,7
3;3,3;HP;NP;HPNP;24;97,3
3;3,4;HP;C2;HPC2;24;114
4;4,1;NP;NP;NPNP;24;104,2
4;4,2;NP;NP;NPNP;24;101,8
4;4,3;NP;C1;NPC1;24;106,2
4;4,4;NP;C2;NPC2;24;105,9
4;4,5;NP;C1;NPC1;24;110,7
4;4,6;NP;C2;NPC2;24;82,7
5;5,1;NP;C1;NPC1;24;116,4
5;5,2;NP;C2;NPC2;24;97,6
5;5,4;NP;NP;NPNP;24;113,2
5;5,5;NP;NP;NPNP;24;111,3
6;6,1;HP;C1;HPC1;24;89,2
6;6,2;HP;C2;HPC2;24;88,3
7;7,1;HP;NP;HPNP;24;111,6
7;7,3;HP;C1;HPC1;24;104,2
7;7,5;HP;C2;HPC2;24;123,6
7;7,6;HP;NP;HPNP;24;102,9
8;8,1;HP;C2;HPC2;24;115
8;8,2;HP;C1;HPC1;24;105,5
8;8,5;HP;NP;HPNP;24;110,6
10;10,2;NP;NP;NPNP;24;99,3
10;10,5;NP;C2;NPC2;24;99
11;11,1;NP;C2;NPC2;24;105,8
11;11,2;NP;C1;NPC1;24;106
11;11,3;NP;NP;NPNP;24;90,5
12;12,1;HP;C2;HPC2;24;123,4
12;12,2;HP;NP;HPNP;24;120,3
13;13,2;HP;C1;HPC1;24;117,7
13;13,3;HP;C2;HPC2;24;106,4
16;16,1;HP;NP;HPNP;24;111,9
16;16,2;HP;C2;HPC2;24;94,2
16;16,3;HP;C1;HPC1;24;89,5
17;17,1;NP;C1;NPC1;24;117
17;17,2;NP;C2;NPC2;24;130,5
17;17,3;NP;NP;NPNP;24;118,5
17;17,5;NP;C1;NPC1;24;99,4
18;18,2;HP;C1;HPC1;24;93,4
18;18,4;HP;NP;HPNP;24;104
19;19,1;NP;C1;NPC1;24;81,5
19;19,3;NP;NP;NPNP;24;104,3
19;19,4;NP;C2;NPC2;24;97,4
20;20,1;HP;C1;HPC1;24;120,6
20;20,3;HP;C2;HPC2;24;113,4
2;2,1;NP;C2;NPC2;25;97,7
2;2,2;NP;C1;NPC1;25;97,2
3;3,2;HP;C1;HPC1;25;105,1
3;3,3;HP;NP;HPNP;25;100,1
3;3,4;HP;C2;HPC2;25;115,4
4;4,1;NP;NP;NPNP;25;101,3
4;4,2;NP;NP;NPNP;25;100,2
4;4,3;NP;C1;NPC1;25;104,1
4;4,4;NP;C2;NPC2;25;102,8
4;4,5;NP;C1;NPC1;25;111,1
4;4,6;NP;C2;NPC2;25;81,4
5;5,1;NP;C1;NPC1;25;118,5
5;5,2;NP;C2;NPC2;25;98,4
5;5,4;NP;NP;NPNP;25;116,4
5;5,5;NP;NP;NPNP;25;115
6;6,1;HP;C1;HPC1;25;86,2
6;6,2;HP;C2;HPC2;25;89,3
7;7,1;HP;NP;HPNP;25;115
7;7,3;HP;C1;HPC1;25;104,4
7;7,5;HP;C2;HPC2;25;125,5
7;7,6;HP;NP;HPNP;25;103,1
8;8,1;HP;C2;HPC2;25;119,8
8;8,2;HP;C1;HPC1;25;109,1
8;8,5;HP;NP;HPNP;25;116
10;10,2;NP;NP;NPNP;25;101,2
10;10,5;NP;C2;NPC2;25;94,7
11;11,1;NP;C2;NPC2;25;103,5
11;11,2;NP;C1;NPC1;25;107,2
11;11,3;NP;NP;NPNP;25;94,3
12;12,1;HP;C2;HPC2;25;127,3
12;12,2;HP;NP;HPNP;25;122,8
13;13,2;HP;C1;HPC1;25;119,2
13;13,3;HP;C2;HPC2;25;112
16;16,1;HP;NP;HPNP;25;116,3
16;16,2;HP;C2;HPC2;25;91,6
16;16,3;HP;C1;HPC1;25;92,8
17;17,1;NP;C1;NPC1;25;119
17;17,2;NP;C2;NPC2;25;125,8
17;17,3;NP;NP;NPNP;25;124,3
17;17,5;NP;C1;NPC1;25;102,8
18;18,2;HP;C1;HPC1;25;99,9
18;18,4;HP;NP;HPNP;25;108,8
19;19,1;NP;C1;NPC1;25;85
19;19,3;NP;NP;NPNP;25;106
19;19,4;NP;C2;NPC2;25;96,9
20;20,1;HP;C1;HPC1;25;123,9
20;20,3;HP;C2;HPC2;25;114,4
2;2,1;NP;C2;NPC2;26;104,2
2;2,2;NP;C1;NPC1;26;104,6
3;3,2;HP;C1;HPC1;26;111,8
3;3,3;HP;NP;HPNP;26;101,1
3;3,4;HP;C2;HPC2;26;123
4;4,1;NP;NP;NPNP;26;101,1
4;4,2;NP;NP;NPNP;26;105,2
4;4,3;NP;C1;NPC1;26;112,5
4;4,4;NP;C2;NPC2;26;107,9
4;4,5;NP;C1;NPC1;26;116,9
4;4,6;NP;C2;NPC2;26;88,3
5;5,1;NP;C1;NPC1;26;125
5;5,2;NP;C2;NPC2;26;98,5
5;5,4;NP;NP;NPNP;26;119,3
5;5,5;NP;NP;NPNP;26;119,3
6;6,1;HP;C1;HPC1;26;89,2
6;6,2;HP;C2;HPC2;26;92,7
7;7,1;HP;NP;HPNP;26;119,1
7;7,3;HP;C1;HPC1;26;112,8
7;7,5;HP;C2;HPC2;26;135,8
7;7,6;HP;NP;HPNP;26;107,7
8;8,1;HP;C2;HPC2;26;125,5
8;8,2;HP;C1;HPC1;26;114,5
8;8,5;HP;NP;HPNP;26;119,5
10;10,2;NP;NP;NPNP;26;106
10;10,5;NP;C2;NPC2;26;98,7
11;11,1;NP;C2;NPC2;26;110,6
