mere;bb;gest;ps;reg;tps;gdp
8;8,2;HP;C1;HPC1;39;144,4
8;8,5;HP;NP;HPNP;39;156,9
10;10,2;NP;NP;NPNP;39;142
10;10,5;NP;C2;NPC2;39;135,4
11;11,1;NP;C2;NPC2;39;149,1
11;11,2;NP;C1;NPC1;39;144,2
11;11,3;NP;NP;NPNP;39;136,5
12;12,1;HP;C2;HPC2;39;178,3
12;12,2;HP;NP;HPNP;39;169
13;13,2;HP;C1;HPC1;39;155,4
13;13,3;HP;C2;HPC2;39;155,1
16;16,1;HP;NP;HPNP;39;147,4
16;16,2;HP;C2;HPC2;39;131,6
16;16,3;HP;C1;HPC1;39;121,3
17;17,1;NP;C1;NPC1;39;159,9
17;17,2;NP;C2;NPC2;39;168,8
17;17,3;NP;NP;NPNP;39;163
17;17,5;NP;C1;NPC1;39;129
18;18,2;HP;C1;HPC1;39;131
18;18,4;HP;NP;HPNP;39;140,5
19;19,1;NP;C1;NPC1;39;116,6
19;19,3;NP;NP;NPNP;39;135,3
19;19,4;NP;C2;NPC2;39;126,4
20;20,1;HP;C1;HPC1;39;163,6
20;20,3;HP;C2;HPC2;39;166,7
2;2,1;NP;C2;NPC2;40;134,9
2;2,2;NP;C1;NPC1;40;132,9
3;3,2;HP;C1;HPC1;40;135,8
3;3,3;HP;NP;HPNP;40;133,8
3;3,4;HP;C2;HPC2;40;161
4;4,1;NP;NP;NPNP;40;136,9
4;4,2;NP;NP;NPNP;40;144,6
4;4,3;NP;C1;NPC1;40;146,1
4;4,4;NP;C2;NPC2;40;141,3
4;4,5;NP;C1;NPC1;40;148
4;4,6;NP;C2;NPC2;40;116,2
5;5,1;NP;C1;NPC1;40;164,5
5;5,2;NP;C2;NPC2;40;137,3
5;5,4;NP;NP;NPNP;40;160
5;5,5;NP;NP;NPNP;40;160,6
6;6,1;HP;C1;HPC1;40;116,7
6;6,2;HP;C2;HPC2;40;114
7;7,1;HP;NP;HPNP;40;153,3
7;7,3;HP;C1;HPC1;40;144,4
7;7,5;HP;C2;HPC2;40;177,2
7;7,6;HP;NP;HPNP;40;140,8
8;8,1;HP;C2;HPC2;40;159,5
8;8,2;HP;C1;HPC1;40;146,9
8;8,5;HP;NP;HPNP;40;161,5
10;10,2;NP;NP;NPNP;40;146,9
10;10,5;NP;C2;NPC2;40;137,2
11;11,1;NP;C2;NPC2;40;151,4
11;11,2;NP;C1;NPC1;40;147,7
11;11,3;NP;NP;NPNP;40;141,1
12;12,1;HP;C2;HPC2;40;181,2
12;12,2;HP;NP;HPNP;40;173
13;13,2;HP;C1;HPC1;40;161,1
13;13,3;HP;C2;HPC2;40;161,9
16;16,1;HP;NP;HPNP;40;152,6
16;16,2;HP;C2;HPC2;40;134,5
16;16,3;HP;C1;HPC1;40;125,6
17;17,1;NP;C1;NPC1;40;158,4
17;17,2;NP;C2;NPC2;40;169,7
17;17,3;NP;NP;NPNP;40;165
17;17,5;NP;C1;NPC1;40;131,2
18;18,2;HP;C1;HPC1;40;127,9
18;18,4;HP;NP;HPNP;40;144,3
19;19,1;NP;C1;NPC1;40;122
19;19,3;NP;NP;NPNP;40;139
19;19,4;NP;C2;NPC2;40;135,2
20;20,1;HP;C1;HPC1;40;160,9
20;20,3;HP;C2;HPC2;40;166,9
2;2,1;NP;C2;NPC2;41;136,4
2;2,2;NP;C1;NPC1;41;134,3
3;3,2;HP;C1;HPC1;41;136,3
3;3,3;HP;NP;HPNP;41;132,5
3;3,4;HP;C2;HPC2;41;161,4
4;4,1;NP;NP;NPNP;41;135,2
4;4,2;NP;NP;NPNP;41;145,5
4;4,3;NP;C1;NPC1;41;145,3
4;4,4;NP;C2;NPC2;41;138,6
4;4,5;NP;C1;NPC1;41;152,2
4;4,6;NP;C2;NPC2;41;112,6
5;5,1;NP;C1;NPC1;41;168,8
5;5,2;NP;C2;NPC2;41;139,8
5;5,4;NP;NP;NPNP;41;158
5;5,5;NP;NP;NPNP;41;163,1
6;6,1;HP;C1;HPC1;41;113,3
6;6,2;HP;C2;HPC2;41;113,8
7;7,1;HP;NP;HPNP;41;154,5
7;7,3;HP;C1;HPC1;41;144,1
7;7,5;HP;C2;HPC2;41;178,7
7;7,6;HP;NP;HPNP;41;138,8
8;8,1;HP;C2;HPC2;41;162,8
8;8,2;HP;C1;HPC1;41;144,2
8;8,5;HP;NP;HPNP;41;162,2
10;10,2;NP;NP;NPNP;41;146,7
10;10,5;NP;C2;NPC2;41;133,2
11;11,1;NP;C2;NPC2;41;147,7
11;11,2;NP;C1;NPC1;41;147,5
11;11,3;NP;NP;NPNP;41;141,7
12;12,1;HP;C2;HPC2;41;180,8
12;12,2;HP;NP;HPNP;41;176
13;13,2;HP;C1;HPC1;41;158,8
13;13,3;HP;C2;HPC2;41;158,4
16;16,1;HP;NP;HPNP;41;151,9
16;16,2;HP;C2;HPC2;41;131,8
16;16,3;HP;C1;HPC1;41;126,1
17;17,1;NP;C1;NPC1;41;161,8
17;17,2;NP;C2;NPC2;41;174
17;17,3;NP;NP;NPNP;41;167,4
17;17,5;NP;C1;NPC1;41;135,5
18;18,2;HP;C1;HPC1;41;132,2
18;18,4;HP;NP;HPNP;41;144,2
19;19,1;NP;C1;NPC1;41;115,6
19;19,3;NP;NP;NPNP;41;138,2
19;19,4;NP;C2;NPC2;41;134,2
20;20,1;HP;C1;HPC1;41;164,9
20;20,3;HP;C2;HPC2;41;167,4
2;2,1;NP;C2;NPC2;42;136,1
2;2,2;NP;C1;NPC1;42;138
3;3,2;HP;C1;HPC1;42;140,1
3;3,3;HP;NP;HPNP;42;132,8
3;3,4;HP;C2;HPC2;42;167,3
4;4,1;NP;NP;NPNP;42;138,2
4;4,2;NP;NP;NPNP;42;146,9
4;4,3;NP;C1;NPC1;42;150,8
4;4,4;NP;C2;NPC2;42;144,9
4;4,5;NP;C1;NPC1;42;157,6
4;4,6;NP;C2;NPC2;42;115,1
5;5,1;NP;C1;NPC1;42;167,9
5;5,2;NP;C2;NPC2;42;138,9
5;5,4;NP;NP;NPNP;42;159,7
5;5,5;NP;NP;NPNP;42;163,3
6;6,1;HP;C1;HPC1;42;110
6;6,2;HP;C2;HPC2;42;111,6
7;7,1;HP;NP;HPNP;42;150
7;7,3;HP;C1;HPC1;42;146,7
7;7,5;HP;C2;HPC2;42;179,3
7;7,6;HP;NP;HPNP;42;139,3
8;8,1;HP;C2;HPC2;42;163,9
8;8,2;HP;C1;HPC1;42;143,2
8;8,5;HP;NP;HPNP;42;167,7
10;10,2;NP;NP;NPNP;42;150,1
10;10,5;NP;C2;NPC2;42;136,6
11;11,1;NP;C2;NPC2;42;149
11;11,2;NP;C1;NPC1;42;150,2
11;11,3;NP;NP;NPNP;42;145,4
12;12,1;HP;C2;HPC2;42;183
12;12,2;HP;NP;HPNP;42;181,2
13;13,2;HP;C1;HPC1;42;155,8
13;13,3;HP;C2;HPC2;42;162,7
16;16,1;HP;NP;HPNP;42;155,7
16;16,2;HP;C2;HPC2;42;136,3
16;16,3;HP;C1;HPC1;42;131,5
17;17,1;NP;C1;NPC1;42;164,2
17;17,2;NP;C2;NPC2;42;186,3
17;17,3;NP;NP;NPNP;42;169,2
17;17,5;NP;C1;NPC1;42;136,4
18;18,2;HP;C1;HPC1;42;133,7
18;18,4;HP;NP;HPNP;42;150,2
19;19,1;NP;C1;NPC1;42;119,5
19;19,3;NP;NP;NPNP;42;140
19;19,4;NP;C2;NPC2;42;139,2
20;20,1;HP;C1;HPC1;42;169,9
20;20,3;HP;C2;HPC2;42;174,6
2;2,1;NP;C2;NPC2;43;140,4
2;2,2;NP;C1;NPC1;43;138,3
3;3,2;HP;C1;HPC1;43;145
3;3,3;HP;NP;HPNP;43;134,5
3;3,4;HP;C2;HPC2;43;168,8
4;4,1;NP;NP;NPNP;43;139,7
4;4,2;NP;NP;NPNP;43;150
4;4,3;NP;C1;NPC1;43;150,6
4;4,4;NP;C2;NPC2;43;145,8
4;4,5;NP;C1;NPC1;43;157,7
4;4,6;NP;C2;NPC2;43;117,6
5;5,1;NP;C1;NPC1;43;170,8
5;5,2;NP;C2;NPC2;43;142,8
5;5,4;NP;NP;NPNP;43;160,8
5;5,5;NP;NP;NPNP;43;165,6
6;6,1;HP;C1;HPC1;43;114,9
6;6,2;HP;C2;HPC2;43;114,8
7;7,1;HP;NP;HPNP;43;154
7;7,3;HP;C1;HPC1;43;148,2
7;7,5;HP;C2;HPC2;43;183,2
7;7,6;HP;NP;HPNP;43;141,5
8;8,1;HP;C2;HPC2;43;166,8
8;8,2;HP;C1;HPC1;43;147,2
8;8,5;HP;NP;HPNP;43;170,7
10;10,2;NP;NP;NPNP;43;160,0833333
10;10,5;NP;C2;NPC2;43;139,95
11;11,1;NP;C2;NPC2;43;151,9833333
11;11,2;NP;C1;NPC1;43;152,0833333
11;11,3;NP;NP;NPNP;43;149,3666667
12;12,1;HP;C2;HPC2;43;185,85
12;12,2;HP;NP;HPNP;43;180,4666667
13;13,2;HP;C1;HPC1;43;174,7833333
13;13,3;HP;C2;HPC2;43;165,4
16;16,1;HP;NP;HPNP;43;165,4833333
16;16,2;HP;C2;HPC2;43;136,8
16;16,3;HP;C1;HPC1;43;129,1833333
17;17,1;NP;C1;NPC1;43;157,55
17;17,2;NP;C2;NPC2;43;171,9666667
17;17,3;NP;NP;NPNP;43;178,4833333
17;17,5;NP;C1;NPC1;43;139,5833333
18;18,2;HP;C1;HPC1;43;142,65
18;18,4;HP;NP;HPNP;43;149,8
19;19,1;NP;C1;NPC1;43;124,2833333
19;19,3;NP;NP;NPNP;43;151,3833333
19;19,4;NP;C2;NPC2;43;138,7666667
20;20,1;HP;C1;HPC1;43;169,7333333
20;20,3;HP;C2;HPC2;43;177,8833333
2;2,1;NP;C2;NPC2;44;142,4
2;2,2;NP;C1;NPC1;44;139,3
3;3,2;HP;C1;HPC1;44;147
3;3,3;HP;NP;HPNP;44;136,5
3;3,4;HP;C2;HPC2;44;170,8
4;4,1;NP;NP;NPNP;44;144,7
4;4,2;NP;NP;NPNP;44;153
4;4,3;NP;C1;NPC1;44;151,6
4;4,4;NP;C2;NPC2;44;146,8
4;4,5;NP;C1;NPC1;44;157,7
4;4,6;NP;C2;NPC2;44;119,6
5;5,1;NP;C1;NPC1;44;176,8
5;5,2;NP;C2;NPC2;44;146,8
5;5,4;NP;NP;NPNP;44;162,8
5;5,5;NP;NP;NPNP;44;167,6
6;6,1;HP;C1;HPC1;44;118,9
6;6,2;HP;C2;HPC2;44;117,8
7;7,1;HP;NP;HPNP;44;159
7;7,3;HP;C1;HPC1;44;149,2
7;7,5;HP;C2;HPC2;44;187,2
7;7,6;HP;NP;HPNP;44;143,5
8;8,1;HP;C2;HPC2;44;170,8
8;8,2;HP;C1;HPC1;44;150,2
8;8,5;HP;NP;HPNP;44;174,7
10;10,2;NP;NP;NPNP;44;160,0333333
10;10,5;NP;C2;NPC2;44;142,2
11;11,1;NP;C2;NPC2;44;154,1333333
11;11,2;NP;C1;NPC1;44;153,7333333
11;11,3;NP;NP;NPNP;44;151,7666667
12;12,1;HP;C2;HPC2;44;188,6
12;12,2;HP;NP;HPNP;44;184,2666667
13;13,2;HP;C1;HPC1;44;173,4333333
13;13,3;HP;C2;HPC2;44;166,8
16;16,1;HP;NP;HPNP;44;164,9333333
16;16,2;HP;C2;HPC2;44;138,2
16;16,3;HP;C1;HPC1;44;129,6333333
17;17,1;NP;C1;NPC1;44;162,8
17;17,2;NP;C2;NPC2;44;177,6666667
17;17,3;NP;NP;NPNP;44;178,9333333
17;17,5;NP;C1;NPC1;44;141,3333333
18;18,2;HP;C1;HPC1;44;142,4
18;18,4;HP;NP;HPNP;44;151,2
19;19,1;NP;C1;NPC1;44;126,3333333
19;19,3;NP;NP;NPNP;44;150,0333333
19;19,4;NP;C2;NPC2;44;141,6666667
20;20,1;HP;C1;HPC1;44;172,6333333
20;20,3;HP;C2;HPC2;44;178,6333333
2;2,1;NP;C2;NPC2;45;145,4
2;2,2;NP;C1;NPC1;45;141,3
3;3,2;HP;C1;HPC1;45;150
3;3,3;HP;NP;HPNP;45;140,7
3;3,4;HP;C2;HPC2;45;173,8
4;4,1;NP;NP;NPNP;45;147,4
4;4,2;NP;NP;NPNP;45;155,7
4;4,3;NP;C1;NPC1;45;151,6
4;4,4;NP;C2;NPC2;45;149,3
4;4,5;NP;C1;NPC1;45;158,2
4;4,6;NP;C2;NPC2;45;122
5;5,1;NP;C1;NPC1;45;181,6
5;5,2;NP;C2;NPC2;45;150,6
5;5,4;NP;NP;NPNP;45;165,3
5;5,5;NP;NP;NPNP;45;170,4
6;6,1;HP;C1;HPC1;45;122,9
6;6,2;HP;C2;HPC2;45;120,8
7;7,1;HP;NP;HPNP;45;161,8
7;7,3;HP;C1;HPC1;45;150,7
7;7,5;HP;C2;HPC2;45;191,2
7;7,6;HP;NP;HPNP;45;146,3
8;8,1;HP;C2;HPC2;45;173,6
8;8,2;HP;C1;HPC1;45;152,5
8;8,5;HP;NP;HPNP;45;178,4
10;10,2;NP;NP;NPNP;45;160,8
10;10,5;NP;C2;NPC2;45;144,5
11;11,1;NP;C2;NPC2;45;155,1
11;11,2;NP;C1;NPC1;45;155,2
11;11,3;NP;NP;NPNP;45;154,4
12;12,1;HP;C2;HPC2;45;191,5
12;12,2;HP;NP;HPNP;45;188
13;13,2;HP;C1;HPC1;45;171,9
13;13,3;HP;C2;HPC2;45;168,9
16;16,1;HP;NP;HPNP;45;165,6
16;16,2;HP;C2;HPC2;45;141,6
16;16,3;HP;C1;HPC1;45;130,6
17;17,1;NP;C1;NPC1;45;168,4
17;17,2;NP;C2;NPC2;45;184,8
17;17,3;NP;NP;NPNP;45;179,8
17;17,5;NP;C1;NPC1;45;143,5
18;18,2;HP;C1;HPC1;45;142,9
18;18,4;HP;NP;HPNP;45;153,5
19;19,1;NP;C1;NPC1;45;130,6
19;19,3;NP;NP;NPNP;45;149
19;19,4;NP;C2;NPC2;45;144,7
20;20,1;HP;C1;HPC1;45;176,8
20;20,3;HP;C2;HPC2;45;179,4
2;2,1;NP;C2;NPC2;46;141,7
2;2,2;NP;C1;NPC1;46;141,3
3;3,2;HP;C1;HPC1;46;146,6
3;3,3;HP;NP;HPNP;46;138,8
3;3,4;HP;C2;HPC2;46;173,8
4;4,1;NP;NP;NPNP;46;143,5
4;4,2;NP;NP;NPNP;46;152,6
4;4,3;NP;C1;NPC1;46;153,6
4;4,4;NP;C2;NPC2;46;145
4;4,5;NP;C1;NPC1;46;159,3
4;4,6;NP;C2;NPC2;46;121,2
5;5,1;NP;C1;NPC1;46;183,1
5;5,2;NP;C2;NPC2;46;150
5;5,4;NP;NP;NPNP;46;164,7
5;5,5;NP;NP;NPNP;46;170,8
6;6,1;HP;C1;HPC1;46;122,1
6;6,2;HP;C2;HPC2;46;120
7;7,1;HP;NP;HPNP;46;160,6
7;7,3;HP;C1;HPC1;46;151
7;7,5;HP;C2;HPC2;46;190,4
7;7,6;HP;NP;HPNP;46;146,5
8;8,1;HP;C2;HPC2;46;172,1
8;8,2;HP;C1;HPC1;46;151,8
8;8,5;HP;NP;HPNP;46;177,4
10;10,2;NP;NP;NPNP;46;158,3
10;10,5;NP;C2;NPC2;46;146,6
11;11,1;NP;C2;NPC2;46;160,8
11;11,2;NP;C1;NPC1;46;157,4
11;11,3;NP;NP;NPNP;46;156,1
12;12,1;HP;C2;HPC2;46;193,8
12;12,2;HP;NP;HPNP;46;192
13;13,2;HP;C1;HPC1;46;171,1
13;13,3;HP;C2;HPC2;46;168,2
16;16,1;HP;NP;HPNP;46;161,4
16;16,2;HP;C2;HPC2;46;137
16;16,3;HP;C1;HPC1;46;129,5
17;17,1;NP;C1;NPC1;46;172,6
17;17,2;NP;C2;NPC2;46;186,2
17;17,3;NP;NP;NPNP;46;179
17;17,5;NP;C1;NPC1;46;144
18;18,2;HP;C1;HPC1;46;140,4
18;18,4;HP;NP;HPNP;46;152,2
19;19,1;NP;C1;NPC1;46;126
19;19,3;NP;NP;NPNP;46;146,7
19;19,4;NP;C2;NPC2;46;147,2
20;20,1;HP;C1;HPC1;46;175,9
20;20,3;HP;C2;HPC2;46;180,1
2;2,1;NP;C2;NPC2;47;143,6
2;2,2;NP;C1;NPC1;47;146,1
3;3,2;HP;C1;HPC1;47;147,4
3;3,3;HP;NP;HPNP;47;138,8
3;3,4;HP;C2;HPC2;47;172,1
4;4,1;NP;NP;NPNP;47;144,3
4;4,2;NP;NP;NPNP;47;154,9
4;4,3;NP;C1;NPC1;47;155,6
4;4,4;NP;C2;NPC2;47;149,8
4;4,5;NP;C1;NPC1;47;161,5
4;4,6;NP;C2;NPC2;47;124,8
5;5,1;NP;C1;NPC1;47;186,4
5;5,2;NP;C2;NPC2;47;155,4
5;5,4;NP;NP;NPNP;47;168,6
5;5,5;NP;NP;NPNP;47;176,5
6;6,1;HP;C1;HPC1;47;124,2
6;6,2;HP;C2;HPC2;47;127,6
7;7,1;HP;NP;HPNP;47;162,9
7;7,3;HP;C1;HPC1;47;160,2
7;7,5;HP;C2;HPC2;47;198,9
7;7,6;HP;NP;HPNP;47;145,1
8;8,1;HP;C2;HPC2;47;178,3
8;8,2;HP;C1;HPC1;47;159,4
8;8,5;HP;NP;HPNP;47;177,1
10;10,2;NP;NP;NPNP;47;160,7
10;10,5;NP;C2;NPC2;47;149
11;11,1;NP;C2;NPC2;47;159,4
11;11,2;NP;C1;NPC1;47;158,5
11;11,3;NP;NP;NPNP;47;159,2
12;12,1;HP;C2;HPC2;47;197
12;12,2;HP;NP;HPNP;47;195,6
13;13,2;HP;C1;HPC1;47;169,2
13;13,3;HP;C2;HPC2;47;171,7
16;16,1;HP;NP;HPNP;47;164,5
16;16,2;HP;C2;HPC2;47;144,4
16;16,3;HP;C1;HPC1;47;131,5
17;17,1;NP;C1;NPC1;47;178,9
17;17,2;NP;C2;NPC2;47;196,2
17;17,3;NP;NP;NPNP;47;180,7
17;17,5;NP;C1;NPC1;47;147
18;18,2;HP;C1;HPC1;47;142,4
18;18,4;HP;NP;HPNP;47;156,3
19;19,1;NP;C1;NPC1;47;134,7
19;19,3;NP;NP;NPNP;47;146,3
19;19,4;NP;C2;NPC2;47;150,5
20;20,1;HP;C1;HPC1;47;182,6
20;20,3;HP;C2;HPC2;47;180,9
2;2,1;NP;C2;NPC2;48;140,7
2;2,2;NP;C1;NPC1;48;145,3
3;3,2;HP;C1;HPC1;48;145,2
3;3,3;HP;NP;HPNP;48;141,9
3;3,4;HP;C2;HPC2;48;169,6
4;4,1;NP;NP;NPNP;48;146,9
4;4,2;NP;NP;NPNP;48;157,2
4;4,3;NP;C1;NPC1;48;148,9
4;4,4;NP;C2;NPC2;48;150,8
4;4,5;NP;C1;NPC1;48;154,8
4;4,6;NP;C2;NPC2;48;124,2
5;5,1;NP;C1;NPC1;48;184
5;5,2;NP;C2;NPC2;48;148,1
5;5,4;NP;NP;NPNP;48;169,4
5;5,5;NP;NP;NPNP;48;170,6
6;6,1;HP;C1;HPC1;48;120,1
6;6,2;HP;C2;HPC2;48;120,8
7;7,1;HP;NP;HPNP;48;158
7;7,3;HP;C1;HPC1;48;152,3
7;7,5;HP;C2;HPC2;48;192,2
7;7,6;HP;NP;HPNP;48;143,7
8;8,1;HP;C2;HPC2;48;170,9
8;8,2;HP;C1;HPC1;48;152,2
8;8,5;HP;NP;HPNP;48;173,5
10;10,2;NP;NP;NPNP;48;159,5
10;10,5;NP;C2;NPC2;48;146,6
11;11,1;NP;C2;NPC2;48;156,5
11;11,2;NP;C1;NPC1;48;156,2
11;11,3;NP;NP;NPNP;48;154,6
12;12,1;HP;C2;HPC2;48;190,8
12;12,2;HP;NP;HPNP;48;189,4
13;13,2;HP;C1;HPC1;48;167,1
13;13,3;HP;C2;HPC2;48;165,2
16;16,1;HP;NP;HPNP;48;166,9
16;16,2;HP;C2;HPC2;48;143,6
16;16,3;HP;C1;HPC1;48;130,1
17;17,1;NP;C1;NPC1;48;175,4
17;17,2;NP;C2;NPC2;48;184,3
17;17,3;NP;NP;NPNP;48;183,4
17;17,5;NP;C1;NPC1;48;144,3
18;18,2;HP;C1;HPC1;48;143,6
18;18,4;HP;NP;HPNP;48;154,8
19;19,1;NP;C1;NPC1;48;138,6
19;19,3;NP;NP;NPNP;48;148,2
19;19,4;NP;C2;NPC2;48;145,2
20;20,1;HP;C1;HPC1;48;184,3
20;20,3;HP;C2;HPC2;48;182,2
2;2,1;NP;C2;NPC2;49;146,1
2;2,2;NP;C1;NPC1;49;145,8
3;3,2;HP;C1;HPC1;49;151
3;3,3;HP;NP;HPNP;49;144
3;3,4;HP;C2;HPC2;49;177,5
4;4,1;NP;NP;NPNP;49;149,2
4;4,2;NP;NP;NPNP;49;161,3
4;4,3;NP;C1;NPC1;49;158,8
4;4,4;NP;C2;NPC2;49;157,5
4;4,5;NP;C1;NPC1;49;159,9
4;4,6;NP;C2;NPC2;49;131
5;5,1;NP;C1;NPC1;49;191,3
5;5,2;NP;C2;NPC2;49;153,6
5;5,4;NP;NP;NPNP;49;171,8
5;5,5;NP;NP;NPNP;49;177,6
6;6,1;HP;C1;HPC1;49;129,5
6;6,2;HP;C2;HPC2;49;126,3
7;7,1;HP;NP;HPNP;49;167,2
7;7,3;HP;C1;HPC1;49;156,4
7;7,5;HP;C2;HPC2;49;197,2
7;7,6;HP;NP;HPNP;49;148,1
8;8,1;HP;C2;HPC2;49;178,6
8;8,2;HP;C1;HPC1;49;157,9
8;8,5;HP;NP;HPNP;49;183,2
10;10,2;NP;NP;NPNP;49;167,2
10;10,5;NP;C2;NPC2;49;149,9
11;11,1;NP;C2;NPC2;49;161,9
11;11,2;NP;C1;NPC1;49;161,4
11;11,3;NP;NP;NPNP;49;161,6
12;12,1;HP;C2;HPC2;49;194,4
12;12,2;HP;NP;HPNP;49;191,5
13;13,2;HP;C1;HPC1;49;174,4
13;13,3;HP;C2;HPC2;49;171,9
16;16,1;HP;NP;HPNP;49;167,4
16;16,2;HP;C2;HPC2;49;144,8
16;16,3;HP;C1;HPC1;49;128,4
17;17,1;NP;C1;NPC1;49;170,8
17;17,2;NP;C2;NPC2;49;188,4
17;17,3;NP;NP;NPNP;49;183,3
17;17,5;NP;C1;NPC1;49;145,2
18;18,2;HP;C1;HPC1;49;143,7
18;18,4;HP;NP;HPNP;49;157,5
19;19,1;NP;C1;NPC1;49;133,6
19;19,3;NP;NP;NPNP;49;148,3
19;19,4;NP;C2;NPC2;49;142,1
20;20,1;HP;C1;HPC1;49;187,6
20;20,3;HP;C2;HPC2;49;181,1
2;2,1;NP;C2;NPC2;50;147,8666667
2;2,2;NP;C1;NPC1;50;153,8833333
3;3,2;HP;C1;HPC1;50;146,7666667
3;3,3;HP;NP;HPNP;50;146,6
3;3,4;HP;C2;HPC2;50;181,3
4;4,1;NP;NP;NPNP;50;156,7333333
4;4,2;NP;NP;NPNP;50;165,6333333
4;4,3;NP;C1;NPC1;50;164,85
4;4,4;NP;C2;NPC2;50;157,0166667
4;4,5;NP;C1;NPC1;50;163,7
4;4,6;NP;C2;NPC2;50;123,3166667
5;5,1;NP;C1;NPC1;50;183,75
5;5,2;NP;C2;NPC2;50;160,75
5;5,4;NP;NP;NPNP;50;172,2833333
5;5,5;NP;NP;NPNP;50;172
6;6,1;HP;C1;HPC1;50;114,7666667
6;6,2;HP;C2;HPC2;50;125,95
7;7,1;HP;NP;HPNP;50;166,4333333
7;7,3;HP;C1;HPC1;50;156,1666667
7;7,5;HP;C2;HPC2;50;194,6
7;7,6;HP;NP;HPNP;50;149,7833333
8;8,1;HP;C2;HPC2;50;181,7166667
8;8,2;HP;C1;HPC1;50;157,6
8;8,5;HP;NP;HPNP;50;182,9666667
10;10,2;NP;NP;NPNP;50;167,6833333
10;10,5;NP;C2;NPC2;50;157,7166667
11;11,1;NP;C2;NPC2;50;169,1333333
11;11,2;NP;C1;NPC1;50;156,8666667
11;11,3;NP;NP;NPNP;50;165,2666667
12;12,1;HP;C2;HPC2;50;195,85
12;12,2;HP;NP;HPNP;50;202,7333333
13;13,2;HP;C1;HPC1;50;173,7666667
13;13,3;HP;C2;HPC2;50;174,6333333
16;16,1;HP;NP;HPNP;50;163,5
16;16,2;HP;C2;HPC2;50;151,8666667
16;16,3;HP;C1;HPC1;50;125,3666667
17;17,1;NP;C1;NPC1;50;179,0333333
17;17,2;NP;C2;NPC2;50;184,7666667
17;17,3;NP;NP;NPNP;50;173,3166667
17;17,5;NP;C1;NPC1;50;157,8166667
18;18,2;HP;C1;HPC1;50;137,6833333
18;18,4;HP;NP;HPNP;50;145,6
19;19,1;NP;C1;NPC1;50;138,1666667
19;19,3;NP;NP;NPNP;50;149,75
19;19,4;NP;C2;NPC2;50;158,3
20;20,1;HP;C1;HPC1;50;194,4833333
20;20,3;HP;C2;HPC2;50;182,05
2;2,1;NP;C2;NPC2;51;148,9666667
2;2,2;NP;C1;NPC1;51;152,9333333
3;3,2;HP;C1;HPC1;51;149,3666667
3;3,3;HP;NP;HPNP;51;146,6
3;3,4;HP;C2;HPC2;51;181,4
4;4,1;NP;NP;NPNP;51;155,0333333
4;4,2;NP;NP;NPNP;51;165,4333333
4;4,3;NP;C1;NPC1;51;164,7
4;4,4;NP;C2;NPC2;51;158,2666667
4;4,5;NP;C1;NPC1;51;164,7
4;4,6;NP;C2;NPC2;51;125,6666667
5;5,1;NP;C1;NPC1;51;186,5
5;5,2;NP;C2;NPC2;51;160,6
5;5,4;NP;NP;NPNP;51;174,4333333
5;5,5;NP;NP;NPNP;51;175,6
6;6,1;HP;C1;HPC1;51;118,4666667
6;6,2;HP;C2;HPC2;51;128
7;7,1;HP;NP;HPNP;51;167,4333333
7;7,3;HP;C1;HPC1;51;157,8666667
7;7,5;HP;C2;HPC2;51;199,7
7;7,6;HP;NP;HPNP;51;151,2333333
8;8,1;HP;C2;HPC2;51;182,2666667
8;8,2;HP;C1;HPC1;51;159,8
8;8,5;HP;NP;HPNP;51;184,4666667
10;10,2;NP;NP;NPNP;51;169,4333333
10;10,5;NP;C2;NPC2;51;158,0666667
11;11,1;NP;C2;NPC2;51;168,2333333
11;11,2;NP;C1;NPC1;51;160,4666667
11;11,3;NP;NP;NPNP;51;166,9666667
12;12,1;HP;C2;HPC2;51;197,7
12;12,2;HP;NP;HPNP;51;202,2333333
13;13,2;HP;C1;HPC1;51;176,0666667
13;13,3;HP;C2;HPC2;51;175,6333333
16;16,1;HP;NP;HPNP;51;166,8
16;16,2;HP;C2;HPC2;51;150,1666667
16;16,3;HP;C1;HPC1;51;127,2666667
17;17,1;NP;C1;NPC1;51;179,8333333
17;17,2;NP;C2;NPC2;51;188,3666667
17;17,3;NP;NP;NPNP;51;178,9666667
17;17,5;NP;C1;NPC1;51;155,9666667
18;18,2;HP;C1;HPC1;51;141,1333333
18;18,4;HP;NP;HPNP;51;151,6
19;19,1;NP;C1;NPC1;51;139,3666667
19;19,3;NP;NP;NPNP;51;151,5
19;19,4;NP;C2;NPC2;51;156,2
20;20,1;HP;C1;HPC1;51;196,6333333
20;20,3;HP;C2;HPC2;51;185,4
2;2,1;NP;C2;NPC2;52;150,2
2;2,2;NP;C1;NPC1;52;152,6
3;3,2;HP;C1;HPC1;52;153
3;3,3;HP;NP;HPNP;52;147
3;3,4;HP;C2;HPC2;52;181,9
4;4,1;NP;NP;NPNP;52;153,3
4;4,2;NP;NP;NPNP;52;165,4
4;4,3;NP;C1;NPC1;52;167,3
4;4,4;NP;C2;NPC2;52;159,8
4;4,5;NP;C1;NPC1;52;166,7
4;4,6;NP;C2;NPC2;52;128,9
5;5,1;NP;C1;NPC1;52;188,8
5;5,2;NP;C2;NPC2;52;161,1
5;5,4;NP;NP;NPNP;52;176,5
5;5,5;NP;NP;NPNP;52;179,3
